taxa,A4F_92332_V1,A4F_94336_V1,A4F_35752_V1,A4F_84740_V1,A4F_67757_V1,A4F_56718_V1,A4F_76292_V1,A4F_69129_V1,A4F_73455_V1,A4F_74720_V1,A4F_94120_V1,A4F_32988_V1,A4F_51606_V1,A4F_94601_V1,A4F_98040_V1,A4F_20573_V1,A4F_52749_V1,A4F_60429_V1,A4F_91362_V1,A4F_99000_V1,A4F_95200_V1,A4F_17419_V1,A4F_56279_V1,A4F_45118_V1,A4F_91516_V1,A4F_50227_V1,A4F_85240_V1,A4F_76383_V1,A4F_82994_V1,A4F_71665_V1,A4F_10355_V1,A4F_84962_V1,A4F_10660_V1,A4F_28689_V1,A4F_91594_V1,A4F_65060_V1,A4F_44160_V1,A4F_49219_V1,A4F_13368_V1,A4F_97618_V1,A4F_48857_V1,A4F_96181_V1,A4F_89897_V1,A4F_97386_V1,A4F_65695_V1,A4F_41207_V1,A4F_45863_V1,A4F_77391_V1,A4F_70954_V1,A4F_25413_V1,A4F_33497_V1,A4F_70804_V1,A4F_98453_V1,A4F_78358_V1,A4F_34415_V1,A4F_84534_V1,A4F_72388_V1,A4F_31649_V1,A4F_22643_V1,A4F_29474_V1,A4F_53145_V1,A4F_74742_V1,A4F_10709_V1,A4F_43794_V1,A4F_56296_V1,A4F_62344_V1,A4F_24211_V1,A4F_42312_V1,A4F_68106_V1,A4F_79824_V1,A4F_60728_V1,A4F_31033_V1,A4F_18098_V1,A4F_17705_V1,A4F_37469_V1,A4F_70068_V1,A4F_10021_V1,A4F_28771_V1,A4F_93308_V1,A4F_76068_V1,A4F_39976_V1,A4F_56355_V1,A4F_76957_V1,A4F_65724_V1,A4F_92332_V3,A4F_94336_V3,A4F_35752_V3,A4F_84740_V3,A4F_67757_V3,A4F_56718_V3,A4F_76292_V3,A4F_69129_V3,A4F_73455_V3,A4F_74720_V3,A4F_94120_V3,A4F_32988_V3,A4F_51606_V3,A4F_94601_V3,A4F_98040_V3,A4F_20573_V3,A4F_52749_V3,A4F_60429_V3,A4F_91362_V3,A4F_99000_V3,A4F_95200_V3,A4F_17419_V3,A4F_56279_V3,A4F_45118_V3,A4F_91516_V3,A4F_50227_V3,A4F_85240_V3,A4F_76383_V3,A4F_82994_V3,A4F_71665_V3,A4F_10355_V3,A4F_84962_V3,A4F_10660_V3,A4F_28689_V3,A4F_91594_V3,A4F_65060_V3,A4F_44160_V3,A4F_49219_V3,A4F_13368_V3,A4F_97618_V3,A4F_48857_V3,A4F_96181_V3,A4F_89897_V3,A4F_97386_V3,A4F_65695_V3,A4F_41207_V3,A4F_45863_V3,A4F_77391_V3,A4F_70954_V3,A4F_25413_V3,A4F_33497_V3,A4F_70804_V3,A4F_98453_V3,A4F_78358_V3,A4F_34415_V3,A4F_84534_V3,A4F_72388_V3,A4F_31649_V3,A4F_22643_V3,A4F_29474_V3,A4F_53145_V3,A4F_74742_V3,A4F_10709_V3,A4F_43794_V3,A4F_56296_V3,A4F_62344_V3,A4F_24211_V3,A4F_42312_V3,A4F_68106_V3,A4F_79824_V3,A4F_60728_V3,A4F_31033_V3,A4F_18098_V3,A4F_17705_V3,A4F_37469_V3,A4F_70068_V3,A4F_10021_V3,A4F_28771_V3,A4F_93308_V3,A4F_76068_V3,A4F_39976_V3,A4F_56355_V3,A4F_76957_V3,A4F_65724_V3
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9691|s__GGB9691_SGB15197|t__SGB15197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012585890855764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785162330061258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283303232707757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3648222719617306,0,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1460|s__GGB1460_SGB2023|t__SGB2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171884684606826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034875716052165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3496|s__GGB3496_SGB4671|t__SGB4671,0,0,0,0,0,0,0,0,0,0,0.0088262512694353,0,0.0165734644744177,0,0,0,0,0,0,0.0703109727506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036268162732522,0,0,0,0,0,0,0.1951696433849052,0,0,0,0,0.0022992316724757,0,0,0,0,0.0068353817726945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766006766113672,0,0.0118687179045817,0,0,0,0,0,0,0.0315624768609159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091978699803746,0,0,0,0.0065138987248556,0,0,0,0,0,0,0.052849422436568,0,0,0,0,0,0,0.0157422484945824,0,0,0,0,0.0020922049972307,0,0,0,0,0.0225040215667323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3534|s__GGB3534_SGB4722|t__SGB4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791592618666635,0,0,0,0.0078722088726673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358554807825002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum|s__Anaerotignum_SGB5191|t__SGB5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734251088883821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920445694400469,0,0,0,0,0,0,0,0,0,0,0,0,1.122957575221297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178588579052474,0,0,0.031965615533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1127688573455153,0,0,0,0,0,0,0,0,0,0,0,0,0.2482474383615815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028206143137755,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB8589|t__SGB8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__SGB2301,0.0141716869949044,0,0.0240121850792561,0.3019204933026206,0,0.0434319391072477,0.1443007830877902,0.0597801309124912,0.972887938090922,0.0493818002716282,0.2335427918966593,0.0030709635315508,0.0163329905267332,0.378272966085693,0,0,0.1263006102218886,0,0.1453311837253949,0.0617151709243566,0,0.0190057026871389,0.0101414276762793,0,0.0184486925837379,1.66677,0.247332125881286,0.6463979097356369,0,0.6387856931968208,0.1528973142450751,0,0.0020790865785824,0.2826021172878241,2.551202465081671,0.105488994180717,11.356731834249144,0,0.6221537410218126,0.2697064544143212,0.031566489331771,0.0854126633425989,0.7595711193576794,0.39753,0.40472,0.4040967952469138,0.3956379383900375,0,0.1068643808151698,0.1304220987707457,0,0.326067909445839,0,0.3563831465523231,0.9456589484572252,3.0770133078912,0,1.0686953678370883,0.0657280941548924,1.60262661711212,0,0,0.2776619325838656,0.1534439968982822,1.7747478281705835,0.0133150467685202,0.0997935547133399,1.456720355590451,0,0.798263802607264,0,0.44402498540976,0.4000870727974367,0.0011929199235647,0.6685043214789957,0,0.1977829040843032,0.958857347459127,0.0859534445024496,0.0103008086350294,0.1634103384979588,0,0.0026300747504917,0.683040369096642,0,0,0.0196306150722796,0.4318380292889386,0.073708490639466,0.0219848415286803,0.5304684128023152,0.0550500476143849,1.451828623353197,0.3829972281030358,0.4296773961073181,0.0400817603448073,0.8608333929349896,0.1335800983777963,0,0,0.0833956414439865,0,0.1497,0.0731165691377424,0.0383720293363488,0.0365904573696618,0.0034547842285333,0,0.0104190002629385,0.9229020717185984,0.4807577672062041,1.1937191771778928,0,1.0190111142355731,0.0834712028438632,0,0.009272105453714,0.378584003010688,3.9843785325276166,0.3161230975462797,1.7293409260699757,0,1.5433603707922776,0.1535025445016363,0.0081180678138126,0.1984346300061326,0.1642502811505765,0.326,0.47358,2.7965341649247124,2.328814911362732,0,0.0429608078159877,0.0080021616803652,0,1.3544324182789265,0,0.776423368918609,0.9776920803050032,3.6131640531308897,0,0.6338838278468244,0.4112613037414946,0.91824929121373,0,0,0.2257480867557034,0.599080327579511,1.4198648025881049,0.0843858475695772,1.2081524123656395,1.85576379534297,0,0.0088151350527813,0,0.854563276234818,0.6930018171051848,0.0065991454425183,2.745267129773041,0,0.0062278528185237,0.1233294652640968,0.0280796453034244,0.1240040781097962,0.4945030929619263,0.2773040651191457,0.1202990360367836,0.1612409105596925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_SGB15019|t__SGB15019,0,0.0039171544809522,0,0,0.008997964917624,0,0,0,0.2540129190374576,0,0,0,0,0,0,0,0.1185859447195383,0,0,0,0,0,0.0447107822130533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030320109821575,0,0,0.1915645387888292,0,0,0,0.5753112840652278,0,0,0.0490082257793962,0,0,0,0,0.4248573289841552,0,0,0,0,0,0.010630105318564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3343|s__GGB3343_SGB4423|t__SGB4423,0,0,0,0,0,0,0,0.0039502289149223,0.0789974498767274,0,0,0,0,0,0,0.24572475717892,0.3289547790137673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283650011429139,0,0.1575410347561497,0,0,0,0,0,0,0,0,0,0,0.0029311646507528,0,0.0790254100513754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393157811811977,0,0,0,0,0,0,0.0078451700337154,0.1067154602675667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266067540764733,0,0.0310431024305435,0,0,0,0,0,0,0,0,0,0,0,0,0.0927388925169961,0.2672550152744498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277039686549965,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747|s__GGB9747_SGB15355|t__SGB15355,0,0,0,0,0.1626000611440776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724676194646426,0,0,0,0,0,0,1.1891374945388602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2090200274991091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1599119971972355,0,0,0,0,0,0,0.9100642787282326,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_seckii|t__SGB9297,0,0.0648516210128767,0,0,0.0022471504476896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038781184827382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2016510902764698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436958366373904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB9536|o__OFGB9536|f__FGB9536|g__GGB28474|s__GGB28474_SGB41058|t__SGB41058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035516477239475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386439122264581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026668564446827,0.0036423001976081,0,0,0,0.6498233362168939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Allofournierella|s__Allofournierella_massiliensis|t__SGB15280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538841896640572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024160488157094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129407358656599,0,0,0,0,0,0,0,0,0,0.0048151442785651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.656330756449e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28319|s__GGB28319_SGB40892|t__SGB40892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328898836314491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2665699032969337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055372971628632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033876870600134,0,0,0,0,0.0074813390529988,0,0,0,0,0,0,0,0,0,0,0,0.5891252295449698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1703090376813999,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_hominis|t__SGB2326,0,0,0.1807473430974673,0,0,0.1407768017634127,0.0700586346677204,0.0690143219458687,0,0.0034922506375685,0.1083530036420198,0.0467429216604653,0,0,0,0,0.1516256219760992,0,0,0.0829456502117188,0.0262305585750897,0.021255463654218,0.0175194743472679,0.2449731800508177,0,0,0.0779934361280821,0,0,0,0,0,0,0,0,0.0061092512051994,0.4202223641105257,0,0.0269026032240672,0.0355189143932274,0.032036508529683,0,0,0.05966,0,0.04891909859468,0.0959467475164991,0.0373834087365479,0,0,0.0057003868792195,0.0428159407913544,0.0018477198411178,0.0497280950352416,0,0.101860258806548,0,0,0,0,0,0,0,1.006644978995466,0.1091155969892443,0.0120641551096822,0,0,0,0,0,0,0,0,0.1241828665594965,0,0.0983894649759478,0.0589095466012453,0.052522457133188503,0,0.0959852046944386,0,0,0,0,0,0.0893132272546234,0,0,0.1358887466561618,0.1534587344105284,0.085354084120809,0,0.0161714392352002,0.1082646558471354,0.0579163050853867,0,0,0,0.0265572143485821,0.0615345517127749,0,0,0.0384263649011513,0,0.0263590943892766,0.0196846771702695,0.2068607028824757,0,0,0.0560605705770482,0,0,0,0,0,0,0,0,0.0055251664964908,0.1531476276367276,0,0.2871468353675734,0.0192344605189282,0.0831931811770001,0,0,0.11134,0,0.1166750883833567,0.8795120638602645,0.0042896967099133,0.0752101417687993,0,0.0111586788918306,0.1366854907823123,0.0123842199139122,0.1720615030675507,0.0565554853323886,0.0746093592064943,0,0,0,0.7238266948516399,0,0,0,1.6448872103981909,0.3521870351929149,0.0128590576887278,0,0,0,0,0,0,0,0.001450875948355,0.3610740449785984,0,0.0788805401462082,0.0987481087830503,0.152489772596755,0,0.036903215892681,0.4593898746035689,0.0076458920937873,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1675|t__SGB1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4778515695845936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238416536395847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4489176508386867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3292052288644632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727|t__SGB4727,0,0,0.0075413665511516,0,0,0,0,0,0,0,7.240642266722e-4,0,0.003155018193621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603050971557e-4,0,0,1.321476326241e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59631801273e-4,0,0,0,0,0,0,0,0,0,0,0.0249805325738478,0,0,0,0,0,0,1.400091386909e-4,0,0,0,0,0,0,0.0034721106002253,0,0,0,0,0,0,0,0,0.0028251895506084,0,0,0,0,0,0,0,0,0,0.0257396201758731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181413404023785,0,0,0,0,0.0328908178309587,0,0,0,0.0338062820403744,0,0,0,0,0,0.0032343301272794,0,0,0,0,0,0,0,4.978264782176e-4,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB48204|s__GGB48204_SGB66211|t__SGB66211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076333278980805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085066664441682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_SGB15451|t__SGB15451,0,0,0.0943051695992498,0,0,0,0,0,0,0,0.7675080802726051,0.1518787865182386,0.0033666352675834,0,0,0,0.0120947209160678,0,0,0,0,0,0,0,0.1076787032906367,0,0,0,0.2824686455000235,0,0,0,0,0,0,0.0429492986158853,0,0,0,0,0,0,0.4308784425661476,0,2.40114,0,0,0,0,0,0,0,0,1.5707117386839615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329424364167863,0,0,0,0.6395575606442206,0,0,0,0,0,0.0760696452924586,0,0,0,0,0,0,0,0.03925773000824,0.3979953327081978,0,0,0,0,0.0128308620165486,0,0,0,0,0,0,0,0.2083894002094148,0,0,0,1.3685145361124502,0,0,0,0,0,0,0.1116733651878964,0,0,0,0,0,0,0.0835997697311462,0,1.00588,0,0,0,0,0,0,0,0,1.76150230654427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4606093085915742,0,0,0,0.3455541579044508,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB50840|s__GGB50840_SGB71026|t__SGB71026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222482184656876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043016611378502,0,0,0,0,0.0346401648760845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508001278865963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123792967725089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492462938317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1179250432460404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB87350|s__GGB87350_SGB6290|t__SGB6290,0,0,0,0,0,0,0,0.0028883394216636,0,0,0,0,0,0,0,0.0051775401154548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434054917283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031346166268636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1026768606960272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1608663888622478,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__SGB1798,0,0.0591258897365614,0.1176402398366517,1.968191319887023,1.917456024506125,0,0.6029130422304635,0.2676811034606505,0,0.3503604752941932,0,1.1505311307637736,0,0,0.7840660029339827,0.3793034397282749,0,0.053745393592536,0,0,0,0,1.25874713988056,0,0.2929811508486992,0,0,0,0,0.101871076008224,0.6688013024441487,0.6909518043316404,0.2185776547746554,0,2.3715869967901573,0.0961357208729157,0,0,0,0.1253990941077968,1.259096827750669,0,0.1632439964982752,1.19918,0,0,0.070738218678384,0.5649401038438249,0,0,1.3954833362683816,1.352249327314086,0,0,0,0,0.9522920469810848,0.6002880694901286,0,0,0,0.96849,0,0.2148106111800984,0,0.5053602301705609,0.6767267411473866,0,0,0.8774811481289557,0.067643081872864,0.5285550841844953,0,0.6531770000995282,1.041105526156028,0.0337592020537024,0,4.758894475893854,0,0.843396970838131,0,4.5210052236742095,0,0,0,0.0748522121229387,0.3575686178794499,3.335722516537135,0.5094560291877572,0,0.4546300850961207,0.3237458379713456,0,0.7084929704119897,0,1.0056752690183934,0,0,0.7132228051247212,0.7304266205075043,0,0.1278347478005603,0,0,0,0,0.1055322687831373,0,0.3106440430063703,0,0,0,0,1.019291420054247,0.6014477325829614,1.5459384865210155,0.4257488582979116,0,1.6553767923327118,0.3470083139619577,0,0,0,0.3803536830191025,2.303334033582776,0,0.0709694539771629,3.63797,0,0,0.1609007357929873,1.4134460916555385,0,0,2.1624684097068507,1.4258141009128733,0,0,0,0,0.5792647818207296,0.4492392561091363,0,0,0,1.0815245218646814,0,0.9500975847571714,0,0.5444248230295305,0.6704085536104781,0,0,0.1364216892341024,0.2409403721569005,1.3006405355496142,0,0.7913639051728067,0.3070610399887266,0.0195873495796065,0,2.8675368722479115,0,1.1386699283786996,0,1.1161582992262036,0,0
